,protein.Accession,gene_symbol,pred_prob,protein_probability,soft_label,hard_label,mRNA_TPM,degree
53,P09525,ANXA4,0.9388154745101929,0.999999993,0.999999999,1.0,2.642737225,5.0
55,Q8NHV5,MOSMO,0.13585925102233887,0.0,0.075071135,0.0,1.087206919,3.807354922057604
56,P49638,TTPA,0.24967747926712036,0.269106567,0.077627292,0.0,0.008929254,4.584962500721156
57,P0CB33,ZNF735,0.21041126549243927,0.2123706,0.291848609,0.0,0.0,0.0
58,Q86VS8,HOOK3,0.6643785238265991,0.887023134,0.765786047,1.0,1.728588554,6.149747119504682
59,Q8N7B6,PACRGL,0.24651843309402466,0.0,0.165354044,0.0,0.992810761,5.857980995127572
60,Q02325,PLGLB1; PLGLB2,0.1510884314775467,0.0,0.111446364,0.0,0.0,2.584962500721156
62,Q9UBC9,SPRR3,0.15261873602867126,0.0,0.069185029,0.0,1.311351332,6.523561956057013
63,O14795,UNC13B,0.4839663505554199,0.846912425,0.791486841,1.0,1.3006662,0.0
65,Q9HBB8,CDHR5,0.13091614842414856,0.0,0.226905656,0.0,2.276660713,0.0
66,Q6NUI1,CCDC144NL,0.13091614842414856,0.0,0.105046298,0.0,0.120433492,0.0
67,P14854,COX6B1,0.9316508173942566,0.999999994,0.999999945,1.0,5.55325255,0.0
69,C9JL84,HHLA1,0.13091614842414856,0.0,0.265483821,0.0,0.0,0.0
70,Q8NGW1,OR6B3,0.13091614842414856,0.0,0.124236563,0.0,0.0,0.0
71,P10997,IAPP,0.1949620395898819,0.0,0.209510743,0.0,0.0,6.918863237274595
73,Q9NY65,TUBA8,0.9392609596252441,0.999999987,0.999999999,1.0,0.161001924,6.768184324776926
74,P32121,ARRB2,0.4622230529785156,0.903779731,0.808496468,1.0,4.67164787,9.361943773735241
75,P21817,RYR1,0.3362208604812622,0.784012685,0.711635236,1.0,0.141461032,7.584962500721156
76,Q8NGD5,OR4K14,0.13091614842414856,0.0,0.166159606,0.0,0.0,0.0
78,Q86YN1,DOLPP1,0.13983410596847534,0.0,0.948758,1.0,3.232446308,5.247927513443585
79,Q9C004,SPRY4,0.3480454981327057,0.315754844,0.268690002,0.0,3.205628533,5.523561956057013
80,P0CJ74,MTRNR2L7,0.1376088708639145,0.0,0.128176784,0.0,0.0,2.807354922057604
82,Q8NH16,OR2L2,0.13091614842414856,0.0,0.067439177,0.0,0.027119437,0.0
85,Q08174,PCDH1,0.22809405624866486,0.130990034,0.844020105,1.0,4.543137491,4.392317422778761
86,P49746,THBS3,0.14120833575725555,0.0,0.210567254,0.0,3.420342987,6.169925001442312
88,Q8WXF7,ATL1,0.25156986713409424,0.0,0.700427143,1.0,0.094769046,5.672425341971495
90,P0C0L4,C4A,0.558975338935852,0.960221486,0.999097715,1.0,0.0,7.434628227636725
92,P46094,XCR1,0.1406211256980896,0.0,0.025116326,0.0,0.056980581,7.1799090900149345
97,P62913,RPL11,0.9312852621078491,0.999806761,0.999998502,1.0,7.586933234,0.0
98,Q9NYY3,PLK2,0.15261614322662354,0.0,0.244172668,0.0,5.018064821,6.741466986401147
100,Q05682,CALD1,0.2154063880443573,0.0,0.299750619,0.0,0.388820509,6.741466986401147
101,Q96LA9,MRGPRX4,0.18383772671222687,0.0,0.074766555,0.0,0.0,3.169925001442312
102,Q9HBU9,POPDC2,0.14679063856601715,0.0,0.160626481,0.0,0.237430276,3.807354922057604
104,Q96AN5,TMEM143,0.1830953061580658,0.0,0.701823773,1.0,1.415642611,2.807354922057604
106,Q9UKR5,ERG28,0.14692342281341553,0.0,0.928778164,1.0,3.576330594,5.727920454563199
108,P59666,DEFA3,0.639392077922821,0.999999999,0.999349258,1.0,1.078203705,5.807354922057604
109,Q5VX71,SUSD4,0.3073425590991974,0.206540921,0.161347136,0.0,0.08321504,3.321928094887362
110,O95470,SGPL1,0.7570435404777527,0.914652488,0.999863586,1.0,2.394117749,6.339850002884624
111,Q96S86,HAPLN3,0.13091614842414856,0.0,0.054338664,0.0,1.610655876,0.0
112,Q9H0R3,TMEM222,0.1848469227552414,0.0,0.853321611,1.0,3.165406379,4.169925001442312
113,P13667,PDIA4,0.9316315650939941,0.999989734,0.999999345,1.0,6.162593038,0.0
114,Q13066,GAGE2B; GAGE2C,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
117,Q6DKI2,LGALS9C,0.3517601788043976,0.809883222,0.882521703,1.0,0.41688548,6.409390936137702
118,P07988,SFTPB,0.13091614842414856,0.0,0.188446997,0.0,0.029009489,0.0
120,Q9NWB7,IFT57,0.16066336631774902,0.0,0.249045385,0.0,2.513450082,6.523561956057013
121,P0DKL9,ARL14EPL,0.14276959002017975,0.0,0.159147994,0.0,0.092407102,2.807354922057604
123,Q9Y4Z2,NEUROG3,0.16357189416885376,0.136106901,0.021319289,0.0,0.774994114,6.820178962415188
124,Q8NGU1,OR9A1P,0.13091614842414856,0.0,0.061845792,0.0,0.304759832,0.0
126,P13725,OSM,0.20882298052310944,0.234975385,0.046126001,0.0,2.831605817,7.330916878114617
127,Q9NQ66,PLCB1,0.3288578987121582,0.335572665,0.837653992,1.0,0.328418799,8.214319120800766
129,Q5H9L4,TAF7L,0.2763877511024475,0.196520623,0.241712123,0.0,0.467906118,6.087462841250339
131,Q9UKI3,VPREB3,0.14131610095500946,0.0,0.0,0.0,1.334883803,5.087462841250339
132,A6NLX4,TMEM210,0.13091614842414856,0.0,0.0,0.0,0.877043851,0.0
133,P61221,ABCE1,0.9385168552398682,0.996475358,0.999670608,1.0,3.541865428,8.566054038171092
134,Q99571,P2RX4,0.13671474158763885,0.0,0.906096325,1.0,3.349111211,5.672425341971495
135,P08138,NGFR,0.36075907945632935,0.167971207,0.278643107,0.0,0.241350359,7.924812503605781
136,P49862,KLK7,0.13091614842414856,0.0,0.119703895,0.0,3.700024974,0.0
137,P61619,SEC61A1,0.627630889415741,0.893655254,0.999992033,1.0,5.289316614,8.581200581924957
138,Q92901,RPL3L,0.22748155891895294,0.0,0.142676064,0.0,0.138055982,9.087462841250339
140,Q684P5,RAP1GAP2,0.5551503896713257,0.353300102,0.221954268,0.0,1.421565761,3.807354922057604
141,O14792,HS3ST1,0.13967442512512207,0.0,0.142278195,0.0,2.519034643,5.392317422778761
142,Q03405,PLAUR,0.1552160084247589,0.0,0.775303199,1.0,4.515550086,7.475733430966398
144,Q53T59,HS1BP3,0.782543957233429,0.98682644,0.839646014,1.0,2.030868412,4.169925001442312
147,P49682,CXCR3,0.17409974336624146,0.0,0.263857514,0.0,2.733527827,8.134426320220927
150,Q9UNN8,PROCR,0.20508436858654022,0.0,0.787991713,1.0,2.931244002,6.20945336562895
151,A0JNW5,BLTP3B,0.2393220067024231,0.425954924,0.724287314,1.0,0.0,3.584962500721156
154,P63122,ERVK-8,0.25228431820869446,0.585955363,0.262214751,0.0,0.0,0.0
155,Q9Y692,GMEB1,0.1947478950023651,0.440645736,0.822204335,1.0,1.8117003,4.169925001442312
158,P58004,SESN2,0.21730507910251617,0.0,0.25175039,0.0,2.987108061,6.977279923499917
161,P26010,ITGB7,0.8782487511634827,0.950564835,0.823314332,1.0,2.28978888,7.2761244052742375
163,Q5TA31,RNF187,0.3553852438926697,0.421942227,0.269888698,0.0,4.29139715,3.807354922057604
166,Q17RH7,TPRXL,0.13091614842414856,0.0,0.15185864,0.0,0.018319614,0.0
168,Q93091,RNASE6,0.19622205197811127,0.0,0.177642285,0.0,5.043469295,5.129283016944966
170,Q9H344,OR51I2,0.13091614842414856,0.0,0.145702139,0.0,0.0,0.0
173,Q5SVS4,SLC25A30,0.16287189722061157,0.0,0.212074203,0.0,1.294490107,3.321928094887362
174,Q17RY6,LY6K,0.14345063269138336,0.0,0.063794414,0.0,0.338133934,5.321928094887363
176,Q16690,DUSP5,0.28540897369384766,0.0,0.161119397,0.0,3.098033035,6.321928094887363
177,P10966,CD8B,0.13091614842414856,0.0,0.077044437,0.0,0.184121322,0.0
178,A0A075B6R0,TRGV2,0.19319048523902893,0.151571308,0.208965854,0.0,0.0,0.0
179,P0CJ72,MTRNR2L5,0.16526354849338531,0.0,0.0,0.0,0.0,3.700439718141092
180,P34810,CD68,0.5179097652435303,0.185686322,0.298614356,0.0,4.549514536,8.588714635582264
183,O60810,PRAMEF4,0.1546798050403595,0.0,0.215486203,0.0,0.0,7.636624620543649
184,Q9NPF4,OSGEP,0.38961169123649597,0.287775483,0.970957774,1.0,4.303736986,6.321928094887363
186,A6NDG6,PGP,0.9314681887626648,0.998478711,0.849096348,1.0,5.547722326,5.247927513443585
190,Q9C075,KRT23,0.5627434849739075,0.192055351,0.740819206,1.0,0.0,4.954196310386875
193,O75880,SCO1,0.8918736577033997,0.955734324,0.789456407,1.0,2.933357422,6.700439718141092
194,O75832,PSMD10,0.8472506999969482,0.928824719,0.930399095,1.0,4.285637594,7.727920454563199
195,Q8N5P1,ZC3H8,0.17417362332344055,0.0,0.285258917,0.0,1.860981325,6.78135971352466
198,Q9BRH9,ZNF251,0.17803628742694855,0.363937363,0.265600394,0.0,0.0,3.0
199,Q6P474,PDXDC2P,0.13091614842414856,0.0,0.848778953,1.0,0.312440569,0.0
200,P53621,COPA,0.9376989603042603,0.999976742,0.999986481,1.0,3.947191511,6.768184324776926
202,Q9BPW8,NIPSNAP1,0.922868013381958,0.997550533,0.999401441,1.0,3.494577299,5.426264754702098
205,Q96JG9,ZNF469,0.2103157341480255,0.217420111,0.292410899,0.0,0.458648427,0.0
206,Q7Z3B4,NUP54,0.41435062885284424,0.761038881,0.918481714,1.0,2.418094081,7.531381460516312
208,Q9NRA2,SLC17A5,0.23521889746189117,0.181949341,0.18491101,0.0,1.819981425,4.584962500721156
209,Q8TBA6,GOLGA5,0.9346737265586853,0.995839006,0.999687802,1.0,2.521272058,6.392317422778761
210,A2RUQ5,TMEM132E-DT,0.13091614842414856,0.0,0.212632991,0.0,0.0,0.0
211,P02814,SMR3B,0.13091614842414856,0.0,0.142857053,0.0,0.0,0.0
212,O15020,SPTBN2,0.4125659763813019,0.665479621,0.845435122,1.0,3.284137485,6.569855608330948
213,A0A1B0GUX0,SPMIP1,0.13091614842414856,0.0,0.075686778,0.0,0.0,0.0
215,Q6ZMD2,SPNS3,0.13745957612991333,0.0,0.241462983,0.0,0.201407934,4.754887502163468
216,A0A1B0GTU2,CTXND1,0.13091614842414856,0.0,0.0,0.0,0.005911185,0.0
219,Q01523,DEFA5,0.1439199596643448,0.0,0.254305013,0.0,0.0,5.954196310386875
220,O95411,MYO18A,0.22870858013629913,0.0,0.082467734,0.0,3.161828142,3.4594316186372973
221,Q9GZS9,CHST5,0.19386418163776398,0.309719189,0.18568598,0.0,1.248622226,4.0
223,Q96R28,OR2M2,0.13091614842414856,0.0,0.026911039,0.0,0.0,0.0
225,H0UI37,TSTD3,0.42032426595687866,0.800662172,0.029345336,0.0,0.019332055,0.0
227,Q9H8W2,LINC00472,0.13091614842414856,0.0,0.0,0.0,0.126505136,0.0
229,Q69YW2,STUM,0.13639293611049652,0.0,0.071787348,0.0,0.0,2.321928094887362
230,Q32NC0,C18orf21,0.13784874975681305,0.0,0.0,0.0,3.708436313,4.807354922057604
231,Q6P5S7,RNASEK,0.15686865150928497,0.0,0.0,0.0,4.128217024,5.285402218862249
232,Q8NET6,CHST13,0.1711958795785904,0.237656441,0.091679565,0.0,0.10026136,5.044394119358453
233,Q96R48,OR2A5,0.13091614842414856,0.0,0.0,0.0,0.065759068,0.0
234,Q9P109,GCNT4,0.1382952630519867,0.0,0.220825779,0.0,0.036409725,4.906890595608519
235,Q9GZP7,VN1R1,0.13614721596240997,0.0,0.211775999,0.0,1.146415408,4.0
236,Q9BZG1,RAB34,0.37462472915649414,0.485082979,0.995120737,1.0,4.219175037,5.0
237,Q0P651,ABHD18,0.5506286025047302,0.890148878,0.146826719,0.0,1.225571351,0.0
238,O43155,FLRT2,0.19987215101718903,0.372486887,0.242822056,0.0,0.131665086,5.459431618637297
239,Q8NGQ3,OR1S2,0.2601417303085327,0.0,0.0,0.0,0.0,3.4594316186372973
241,P50452,SERPINB8,0.9316180944442749,0.999982619,0.999198267,1.0,2.074875508,0.0
243,P20290,BTF3,0.9395987391471863,0.999997138,0.856988793,1.0,6.368689908,7.727920454563199
245,Q6P587,FAHD1,0.8942868113517761,0.953086245,0.949184495,1.0,4.206194746,5.554588851677638
246,Q96AG4,LRRC59,0.8455703854560852,0.999957704,0.99990465,1.0,5.295553596,6.0
247,Q9UBI9,HECA,0.18329353630542755,0.347703756,0.135867665,0.0,2.238459128,4.0
248,Q15349,RPS6KA2,0.7842082381248474,0.974502933,0.994567666,1.0,0.104622599,0.0
249,P08912,CHRM5,0.23811352252960205,0.223983077,0.144237778,0.0,0.0,5.285402218862249
250,Q8N2W9,PIAS4,0.17022402584552765,0.0,0.205606041,0.0,2.534073739,7.199672344836364
251,Q8TDR0,TRAF3IP1,0.14963586628437042,0.0,0.135191683,0.0,1.796605024,6.066089190457772
253,P00488,F13A1,0.8914341330528259,0.99996883,0.899060278,1.0,0.432945473,6.442943495848728
255,Q9BS91,SLC35A5,0.14437615871429443,0.0,0.218979012,0.0,1.829002645,4.643856189774724
260,Q96C74,ROPN1L,0.5866436958312988,0.982591461,0.123037574,0.0,0.021812264,5.954196310386875
261,P25189,MPZ,0.20892198383808136,0.289342119,0.161124212,0.0,1.8760354,0.0
262,Q9BXS9,SLC26A6,0.14652913808822632,0.0,0.76987464,1.0,3.875331428,5.321928094887363
263,O75937,DNAJC8,0.9396446347236633,0.999834427,0.999866605,1.0,3.340381979,6.906890595608519
264,P48167,GLRB,0.17809106409549713,0.0,0.165529084,0.0,0.0,4.321928094887363
265,Q14656,TMEM187,0.19069896638393402,0.0,0.026633007,0.0,1.822442594,3.9068905956085187
266,Q6ZMY9,ZNF517,0.2691430449485779,0.192789239,0.242505165,0.0,1.755811372,2.807354922057604
269,O43312,MTSS1,0.21982868015766144,0.0,0.769297849,1.0,1.301460454,4.857980995127572
270,Q9Y3Y4,PYGO1,0.31820201873779297,0.0,0.172875096,0.0,0.089894173,5.857980995127572
272,Q969E1,LEAP2,0.14198224246501923,0.0,0.106568847,0.0,2.925102939,3.321928094887362
273,P51168,SCNN1B,0.14268489181995392,0.0,0.230804275,0.0,0.0,6.108524456778169
276,O43749,OR1F1,0.1458425521850586,0.0,0.0,0.0,0.53933744,5.20945336562895
277,Q96KN1,LRATD2,0.16592422127723694,0.0,0.256775229,0.0,8.965950928,4.0
278,Q8TEW6,DOK4,0.13091614842414856,0.0,0.065707836,0.0,4.609897394,0.0
280,Q13443,ADAM9,0.2421680986881256,0.175128544,0.999804055,1.0,3.537492063,6.022367813028454
281,P17655,CAPN2,0.8906166553497314,0.993709102,0.999882714,1.0,3.78595298,5.930737337562887
283,Q96RM1,SPRR2F,0.1366322636604309,0.0,0.052241743,0.0,0.216004995,5.700439718141092
284,P57105,SYNJ2BP,0.2750418186187744,0.0,0.999762003,1.0,2.066145375,5.321928094887363
288,A1A4Y4,IRGM,0.22348377108573914,0.0,0.126378098,0.0,0.02451284,6.321928094887363
290,P00995,SPINK1,0.1411927342414856,0.0,0.986349562,1.0,6.434617687,5.614709844115208
293,Q6NT89,TRNP1,0.13888418674468994,0.0,0.0,0.0,6.018553362,3.169925001442312
294,Q9BWD1,ACAT2,0.8467454314231873,0.967985277,0.893154859,1.0,2.581624767,7.066089190457772
295,O15492,RGS16,0.49780088663101196,0.160469137,0.289246415,0.0,3.817885187,6.754887502163468
296,Q9BR26,OCSTAMP,0.1429421752691269,0.0,0.276744217,0.0,0.098884654,3.9068905956085187
297,Q01780,EXOSC10,0.7095949053764343,0.982077044,0.742803579,1.0,3.74265844,8.588714635582264
298,Q8TB05,UBALD1,0.13551490008831024,0.0,0.252928187,0.0,5.58417055,3.4594316186372973
301,Q9HC58,SLC24A3,0.18701955676078796,0.146741209,0.298677088,0.0,0.002633074,4.0
303,P62314,SNRPD1,0.9385295510292053,0.999999529,0.993496804,1.0,4.394097077,8.375039431346925
304,Q5JPE7,NOMO2,0.3971134126186371,0.851283338,0.998345139,1.0,1.010048754,4.169925001442312
305,O95013,OR4F21,0.1827259361743927,0.0,0.0,0.0,0.0,4.0
306,Q13045,FLII,0.8763453960418701,0.999976097,0.904716591,1.0,4.925485862,5.930737337562887
307,Q92575,UBXN4,0.3837745785713196,0.839609197,0.986847484,1.0,3.80281193,5.672425341971495
308,P48061,CXCL12,0.1471807211637497,0.0,0.173233679,0.0,0.634337704,8.78135971352466
309,P18440,NAT1,0.17668002843856812,0.0,0.745952965,1.0,1.168955046,5.044394119358453
310,O00506,STK25,0.9376251697540283,0.999978845,0.976438316,1.0,4.006271057,5.906890595608519
312,Q9NWF4,SLC52A1,0.2702200710773468,0.0,0.09174154,0.0,0.0,3.321928094887362
313,Q15771,RAB30,0.7908884286880493,0.999999612,0.999993929,1.0,0.42822531,5.554588851677638
315,Q9NPI8,FANCF,0.1812121570110321,0.0,0.219005053,0.0,4.447866249,6.20945336562895
317,P05109,S100A8,0.9316508173942566,0.999999998,0.999999962,1.0,6.293232726,0.0
319,Q8N967,LRTM2,0.14031396806240082,0.0,0.207272513,0.0,0.342197887,3.0
321,Q9UGY1,NOL12,0.2558887302875519,0.0,0.242535083,0.0,3.432373785,7.523561956057013
322,Q6P1M9,ARMCX5,0.16993531584739685,0.0,0.228719255,0.0,4.248609104,3.169925001442312
324,O94855,SEC24D,0.49531060457229614,0.130877874,0.912640579,1.0,1.800751658,7.022367813028454
325,Q13562,NEUROD1,0.13983388245105743,0.0,0.103680625,0.0,0.0,7.539158811108031
326,Q96KN9,GJD4,0.1351991593837738,0.0,0.103740473,0.0,0.317975217,4.700439718141092
328,Q96A11,GAL3ST3,0.13575775921344757,0.0,0.091960389,0.0,0.0,2.584962500721156
330,Q8IWE5,PLEKHM2,0.3994239866733551,0.133611526,0.292258962,0.0,3.189709413,4.906890595608519
333,O95248,SBF1,0.34736427664756775,0.474087301,0.826804621,1.0,4.653969858,5.954196310386875
334,Q9H422,HIPK3,0.32042354345321655,0.758597991,0.251825794,0.0,1.890722506,5.247927513443585
335,Q8N966,ZDHHC22,0.14971669018268585,0.0,0.023730947,0.0,0.0,4.523561956057013
337,Q9H8M9,EVA1A,0.13091614842414856,0.0,0.192478746,0.0,0.116829422,0.0
338,A4D1Z8,GRIFIN,0.14346952736377716,0.0,0.091542842,0.0,0.0,4.906890595608519
340,P06731,CEACAM5,0.642001748085022,0.992257528,0.849241291,1.0,7.102795924,7.870364719583405
341,Q9HA72,CALHM2,0.1373831331729889,0.0,0.703529131,1.0,2.057649026,4.321928094887363
342,A0A096LNW5,NOTCH2NLR,0.1376088708639145,0.0,0.258134318,0.0,0.0,2.0
343,A0A0B4J273,TRAV34,0.13091614842414856,0.0,0.241055127,0.0,0.0,0.0
345,Q7L576,CYFIP1,0.8997413516044617,0.960236013,0.999994867,1.0,2.315272308,7.383704292474052
351,Q9BYK8,HELZ2,0.21353328227996826,0.253778114,0.284686013,0.0,4.422586539,7.721099188707185
352,Q9H7Y0,DIPK2B,0.14043888449668884,0.0,0.226367048,0.0,0.0,4.087462841250339
354,Q4G176,ACSF3,0.25822320580482483,0.0,0.827058066,1.0,2.07754359,6.539158811108031
359,P01814,IGHV2-70,0.5669992566108704,0.900269065,0.0,0.0,1.567831344,0.0
363,P13945,ADRB3,0.14751695096492767,0.0,0.13677449,0.0,0.089106049,6.475733430966398
364,Q6P499,NIPAL3,0.139167919754982,0.0,0.232381289,0.0,1.928178753,4.169925001442312
368,Q9BZQ8,NIBAN1,0.8742021918296814,0.998231884,0.962631048,1.0,0.594747128,2.807354922057604
369,Q8N1A0,KRT222,0.9352923631668091,0.999973475,0.998130278,1.0,0.0,2.321928094887362
370,Q9BTE3,MCMBP,0.28692692518234253,0.259421224,0.902343048,1.0,2.703558198,6.044394119358453
371,Q6ZS62,COLCA1,0.13091614842414856,0.0,0.127481589,0.0,2.076110874,0.0
373,Q1HG43,DUOXA1,0.1950717717409134,0.0,0.13431411,0.0,0.778020875,4.807354922057604
374,P56373,P2RX3,0.13808858394622803,0.0,0.02173058,0.0,0.0,5.727920454563199
375,P10301,RRAS,0.35573089122772217,0.794891189,0.999258181,1.0,5.099913619,7.098032082960526
377,Q8NBJ5,COLGALT1,0.7546635866165161,0.995880507,0.999834378,1.0,4.704234797,5.857980995127572
379,Q86WV6,STING1,0.9316505789756775,0.999999896,0.970190678,1.0,3.770355011,0.0
380,Q16659,MAPK6,0.5018424391746521,0.134441577,0.788317918,1.0,2.524758297,6.870364719583405
385,Q8N201,INTS1,0.2381642460823059,0.592094616,0.732187521,1.0,4.766745384,6.409390936137702
388,Q6ZN55,ZNF574,0.13091614842414856,0.0,0.253900771,0.0,3.376601034,0.0
389,Q8WVI7,PPP1R1C,0.3337880074977875,0.688784782,0.12272182,0.0,0.073197616,2.807354922057604
390,P28702,RXRB,0.21657678484916687,0.255587248,0.761711034,1.0,0.046431863,6.768184324776926
391,Q15654,TRIP6,0.2886483371257782,0.0,0.728178561,1.0,5.344482345,6.303780748177103
395,Q9UPS8,ANKRD26,0.2814941108226776,0.722598971,0.832166922,1.0,1.133057291,5.169925001442312
396,Q8N183,NDUFAF2,0.8249377608299255,0.998406872,0.872600761,1.0,0.833491363,6.857980995127572
397,Q14789,GOLGB1,0.8395763039588928,0.927579485,0.999461396,1.0,3.168268247,7.087462841250339
400,P25116,F2R,0.2470128834247589,0.0,0.228044229,0.0,0.51148247,7.312882955284356
402,Q15121,PEA15,0.935126543045044,0.999963262,0.857134693,1.0,4.462085624,4.169925001442312
406,Q96T52,IMMP2L,0.1750614047050476,0.134572066,0.175479366,0.0,0.135098383,5.807354922057604
408,Q9HAV0,GNB4,0.6248847842216492,0.998150606,0.999907249,1.0,0.921105225,8.189824558880018
409,Q9Y466,NR2E1,0.2142360508441925,0.0,0.181888865,0.0,0.029098591,6.266786540694901
410,O95249,GOSR1,0.9386573433876038,0.999540096,0.999992184,1.0,2.872437041,7.693486957499325
411,Q8TF09,DYNLRB2,0.13091614842414856,0.0,0.782929464,1.0,0.032832698,0.0
412,Q8WW34,TMEM239,0.13091614842414856,0.0,0.163973699,0.0,0.0,0.0
414,Q5JTB6,PLAC9,0.14498783648014069,0.0,0.122866416,0.0,0.09382589,4.0
417,O43684,BUB3,0.9116023778915405,0.999909199,0.999656458,1.0,4.227133447,8.071462362556623
418,Q7Z2G1,H2BW1,0.31133294105529785,0.448485752,0.092976157,0.0,0.0,6.6293566200796095
420,Q9BU68,PRR15L,0.26721784472465515,0.0,0.212998928,0.0,5.048289147,4.321928094887363
424,Q96GM8,TOE1,0.30041763186454773,0.442481209,0.756002919,1.0,4.458430616,5.882643049361842
425,Q9UPT8,ZC3H4,0.20394963026046753,0.0,0.916719556,1.0,3.498992066,5.857980995127572
426,Q9BRA2,TXNDC17,0.9373286962509155,0.999979706,0.989052187,1.0,5.455977118,4.643856189774724
428,Q96CX3,ZNF501,0.5245200395584106,0.208777801,0.113110486,0.0,1.028534028,5.672425341971495
429,O43345,ZNF208,0.21478140354156494,0.131031397,0.094243147,0.0,0.008588279,3.584962500721156
430,Q9UFE4,CCDC39,0.20772066712379456,0.385861611,0.293723794,0.0,0.0,0.0
431,Q9NVM9,INTS13,0.243453249335289,0.199636806,0.782841075,1.0,3.327229219,5.523561956057013
432,P98171,ARHGAP4,0.9334210157394409,0.999511341,0.874064139,1.0,3.79585234,4.754887502163468
433,P52789,HK2,0.928327202796936,0.980926261,0.999644774,1.0,4.812567317,7.129283016944966
434,P49257,LMAN1,0.9383467435836792,0.99841685,0.999986186,1.0,4.308232401,7.266786540694901
436,Q8N7L0,FAM216B,0.1344413161277771,0.0,0.064325601,0.0,0.0,4.700439718141092
437,Q96DD0,LRRC39,0.14881104230880737,0.0,0.207250789,0.0,0.332684119,5.643856189774724
439,Q96GC6,ZNF274,0.13091614842414856,0.0,0.775071338,1.0,1.998525373,0.0
440,P07864,LDHC,0.9392641186714172,0.999968701,0.999176324,1.0,0.198873712,6.965784284662087
