,accession,gene_symbol,pred_prob,raw_prob,soft_label,hard_label,mRNA
26,P23378,GLDC,0.9801591634750366,0.976485593,0.686666399,,0.020574314
27,A6NKC0,FAM90A7,0.18860012292861938,0.18848354,0.314951789,,0.0
28,Q9Y5E7,PCDHB2,0.15786004066467285,0.150884849,0.489278454,,0.907340513
29,Q8TCD1,C18orf32,0.5340779423713684,0.697027811,0.285363114,0.0,2.500637774
30,P22748,CA4,0.4843907952308655,0.208695259,0.502783927,,0.031594324
31,P49207,RPL34,0.2589680850505829,0.0,0.0,0.0,5.70945295
32,Q9BUD6,SPON2,0.05390914902091026,0.0,0.899314523,1.0,0.556316397
33,O76054,SEC14L2,0.4043826758861542,0.488911659,0.200708612,0.0,2.705253335
34,P09038,FGF2,0.1776948869228363,0.0,0.225179955,0.0,0.027823151
35,P03928,MT-ATP8,0.2567667067050934,0.0,0.928273693,1.0,12.63888716
36,Q5T6F2,UBAP2,0.3234315812587738,0.326004824,0.714212709,1.0,2.325015898
37,O15519,CFLAR,0.3837035894393921,0.344285743,0.678087142,,3.183972461
38,O15118,NPC1,0.4809580147266388,0.280592605,0.382699211,,2.599865651
39,P01178,OXT,0.05637149140238762,0.0,0.193549385,0.0,0.0
40,Q9HAA7,0,0.10965562611818314,0.0,0.0,0.0,0.0
41,Q15269,PWP2,0.4509000778198242,0.201576287,0.624775453,,1.377951081
42,Q99942,RNF5,0.24425381422042847,0.0,0.28908942,0.0,0.0
43,Q8NB78,KDM1B,0.16942521929740906,0.166854412,0.72834607,1.0,1.499631663
44,O95425,SVIL,0.750188410282135,0.378667784,0.717173212,1.0,1.496101849
45,Q14137,BOP1,0.9682508707046509,0.977393911,0.832760065,1.0,3.972183441
46,P19876,CXCL3,0.05415807291865349,0.0,0.051206815,0.0,6.844243875
47,Q9C0I4,THSD7B,0.1477712243795395,0.134183301,0.404442667,,0.0
48,O43187,IRAK2,0.3977418541908264,0.556217058,0.317037129,,1.096164248
49,Q8IUF1,ZNG1B,0.08284859359264374,0.0,0.585381822,,0.0
50,Q8IWX7,UNC45B,0.18635784089565277,0.147962501,0.286709365,0.0,0.0
51,P35916,FLT4,0.9236454367637634,0.986191072,0.765551663,1.0,0.074077607
52,Q9NWM8,FKBP14,0.4292609989643097,0.555124464,0.405328531,,3.509589122
53,Q96S65,CSRNP1,0.28777238726615906,0.656683839,0.156032286,0.0,5.581647074
54,P02745,C1QA,0.28992968797683716,0.0,0.408272375,,5.654555851
55,Q8N2G6,ZCCHC24,0.11609794944524765,0.0,0.149955954,0.0,0.621009461
56,Q6Q795,0,0.10965562611818314,0.0,0.051851668,0.0,0.0
57,O94827,PLEKHG5,0.6898832321166992,0.441195274,0.384640092,,2.341885649
58,Q8N0Z9,VSIG10,0.06770499050617218,0.0,0.414719861,,2.122906575
59,Q9NPP4,NLRC4,0.3230314254760742,0.324504417,0.663071401,,0.486987123
60,P10144,GZMB,0.47869718074798584,0.277178519,0.193411739,0.0,3.310398488
61,O60741,HCN1,0.14219965040683746,0.0,0.428954822,,0.017368323
62,O75462,CRLF1,0.10188808292150497,0.0,0.249425887,0.0,0.073019558
63,A0A075B6T7,TRAV6,0.10965562611818314,0.0,0.120456519,0.0,0.0
64,O75528,TADA3,0.4809090495109558,0.434002628,0.250932427,0.0,4.18307206
65,Q9NX95,SYBU,0.42166775465011597,0.0,0.70589118,1.0,1.142781872
66,O76074,PDE5A,0.27385297417640686,0.518442948,0.44661365,,0.532501648
67,P58658,EVA1C,0.08227331191301346,0.0,0.482191318,,1.258799431
68,P53367,ARFIP1,0.979724645614624,0.967059418,0.999999252,1.0,1.168386825
69,Q99584,S100A13,0.10965562611818314,0.0,0.855916844,1.0,3.197082284
70,Q2WGN9,GAB4,0.21315981447696686,0.535658754,0.521794543,,0.0
71,Q96AJ1,CLUAP1,0.1474042683839798,0.133512339,0.503004962,,2.154567511
72,Q7RTS6,OTOP2,0.12639465928077698,0.277123897,0.225792416,0.0,0.194563509
73,P55735,SEC13,0.984140157699585,0.999927358,0.998867613,1.0,3.99826275
74,A0A0A6YYK4,TRBV7-1,0.10965562611818314,0.0,0.222678732,0.0,0.0
75,P55916,UCP3,0.3159075975418091,0.0,0.433801269,,1.641387198
76,Q9BYJ0,FGFBP2,0.09275392442941666,0.0,0.162256507,0.0,0.864152527
77,P28070,PSMB4,0.9722890853881836,0.999999837,0.929921544,1.0,6.932899444
78,Q86VK4,ZNF410,0.2231777459383011,0.130777756,0.470511514,,0.859870145
79,A6NFT4,CFAP73,0.05395693704485893,0.0,0.197570865,0.0,2.375256005
80,Q8N998,CCDC89,0.06561273336410522,0.129813281,0.271871722,0.0,0.763825952
81,Q9UPN3,MACF1,0.9713439345359802,0.994592859,0.960008908,1.0,2.407212257
82,Q9Y4U1,MMACHC,0.13058313727378845,0.13005854,0.367980041,,2.691594701
83,Q15291,RBBP5,0.30320584774017334,0.0,0.574929508,,2.330421407
84,Q9C0D0,PHACTR1,0.4714880585670471,0.130443847,0.332205524,,0.383157231
85,Q96M34,TEX55,0.08792231231927872,0.0,0.571637784,,0.0
86,Q8WUS8,SDR42E1,0.26756489276885986,0.0,0.206475533,0.0,1.36825782
87,Q9Y275,TNFSF13B,0.4635940492153168,0.3143332,0.289846453,0.0,0.990355366
88,Q8NFW9,MYRIP,0.7731512784957886,0.358795613,0.370250953,,0.00816277
89,Q9UH62,ARMCX3,0.9645599126815796,0.953535485,0.996686958,1.0,4.118338465
90,P13984,GTF2F2,0.3424730598926544,0.353596267,0.361942803,,1.328276266
91,A0A075B706,TRDJ1,0.10965562611818314,0.0,0.0,0.0,0.0
92,Q86YB8,ERO1B,0.9685670137405396,0.999982073,0.992612116,1.0,0.360855505
93,Q9UM13,ANAPC10,0.2428530603647232,0.0,0.122254487,0.0,0.293112649
94,P61960,UFM1,0.17157043516635895,0.0,0.710870139,1.0,4.486242053
95,Q8IZU9,KIRREL3,0.06955759972333908,0.0,0.48232355,,0.005204684
96,O75808,CAPN15,0.1011807844042778,0.238539711,0.420418275,,5.25819481
97,A6NFF2,NAP1L6P,0.35624960064888,0.42805198,0.142398182,0.0,0.0
98,P41247,PNPLA4,0.05392729490995407,0.0,0.452519239,,2.072598529
99,Q9HCE5,METTL14,0.36544302105903625,0.0,0.582531843,,1.983742333
100,Q6DKI1,RPL7L1,0.3620109260082245,0.0,0.169856722,0.0,4.911996793
101,P21127,CDK11B,0.7627829909324646,0.496739368,0.968704577,1.0,4.000374611
102,Q3ZCN5,OTOGL,0.15256156027317047,0.142504971,0.553712549,,0.013064818
103,P04150,NR3C1,0.3594537377357483,0.396532759,0.761488267,1.0,0.930059136
104,Q8NBJ4,GOLM1,0.23676791787147522,0.0,0.804284866,1.0,4.237378944
105,Q9H944,MED20,0.05773581191897392,0.0,0.419868228,,2.203252651
106,P48200,IREB2,0.47041574120521545,0.0,0.776624533,1.0,2.555143997
107,Q6UVW9,CLEC2A,0.13753361999988556,0.0,0.37808235,,0.0
108,A2RU67,FAM234B,0.19507302343845367,0.0,0.29943825,0.0,0.55009813
109,Q13950,RUNX2,0.9320694208145142,0.939266382,0.324820384,,0.196470736
110,Q86TU6,LINC00523,0.2638045847415924,0.246353821,0.278918265,0.0,0.0
111,Q9UBS8,RNF14,0.16644857823848724,0.163003162,0.412587752,,2.068556384
112,P61626,LYZ,0.9826018810272217,0.999999922,0.99999975,1.0,8.393035115
113,Q9NRP7,STK36,0.8667135238647461,0.94102939,0.585958838,,2.689110115
114,Q86X45,DNAAF11,0.2463279366493225,0.0,0.450040866,,0.914944068
115,Q6KC79,NIPBL,0.2293728142976761,0.161550111,0.527790185,,1.762005178
116,A0A1W2PQC6,SSU72L4,0.10965562611818314,0.0,0.17165879,0.0,0.0
117,Q96PM5,RCHY1,0.3998415172100067,0.0,0.167413069,0.0,1.541412852
118,Q6FI13,H2AC18; H2AC19,0.9719324707984924,0.999992972,0.999999749,1.0,0.0
119,Q9NXF1,TEX10,0.8692132234573364,0.908643842,0.789822955,1.0,1.925518477
120,P61570,ERVK-25,0.10965562611818314,0.0,0.219669069,0.0,0.0
121,P10266,ERVK-10,0.15203332901000977,0.141624784,0.331794235,,0.0
122,P59796,GPX6,0.22918656468391418,0.0,0.167162091,0.0,0.0
123,O95373,IPO7,0.9732221961021423,0.995486684,0.999889078,1.0,3.542786981
124,Q96SL8,FIZ1,0.05956924706697464,0.0,0.284819311,0.0,3.176150376
125,Q9UHE8,STEAP1,0.08147032558917999,0.0,0.336103959,,4.530749721
126,Q9UJ83,HACL1,0.26401516795158386,0.0,0.461839096,,1.761663251
127,Q9H2H0,CXXC4,0.10454912483692169,0.0,0.075052726,0.0,0.717731686
128,A6NDS4,TBC1D3B,0.10965562611818314,0.0,0.297023558,0.0,0.0
129,Q9P0K7,RAI14,0.6779061555862427,0.332450583,0.597774669,,1.558775579
130,P35227,PCGF2,0.7015886902809143,0.65735918,0.440130701,,0.081132395
131,A6NGH7,CCDC160,0.09614745527505875,0.0,0.114025475,0.0,0.158449659
132,P56373,P2RX3,0.0583745576441288,0.0,0.02173058,0.0,0.0
133,Q5T2W1,PDZK1,0.10965562611818314,0.0,0.432162866,,0.64281651
134,O60239,SH3BP5,0.5006120800971985,0.0,0.079107007,0.0,0.989233786
135,Q9HA65,TBC1D17,0.39251619577407837,0.0,0.513448913,,3.900577315
136,B4DYI2,SPATA31C2,0.10965562611818314,0.0,0.359726019,,0.0
137,P29353,SHC1,0.9681448340415955,0.965094467,0.810459682,1.0,5.030471492
138,O43914,TYROBP,0.8562899231910706,0.914349739,0.929463306,1.0,5.558508901
139,Q96G01,BICD1,0.9804970026016235,0.976208785,0.522624109,,0.853386216
140,Q96JQ5,MS4A4A,0.05390391871333122,0.0,0.16434489,0.0,0.531230084
141,A0A0B4J273,TRAV34,0.10965562611818314,0.0,0.241055127,0.0,0.0
142,Q0VG73,0,0.10965562611818314,0.0,0.311645633,,0.0
143,P07197,NEFM,0.9841065406799316,0.999982021,0.887151086,1.0,0.173077873
144,P55039,DRG2,0.31718185544013977,0.0,0.653869704,,3.102713897
145,Q8IW50,FAM219A,0.3525749146938324,0.418324334,0.31640203,,2.590991125
146,Q8TBJ4,PLPPR1,0.24308551847934723,0.0,0.050850557,0.0,0.0
147,Q13404,UBE2V1,0.9822790622711182,0.999998075,0.999096913,1.0,2.483089137
148,P28223,HTR2A,0.5850481986999512,0.383297102,0.489072024,,0.005119582
149,Q96BZ4,PLD4,0.49417123198509216,0.654988283,0.600518901,,2.090486226
150,Q53G44,IFI44L,0.24419716000556946,0.0,0.179134246,0.0,1.702165812
151,Q6AZW8,ZNF660,0.3694538474082947,0.0,0.078885455,0.0,0.04592459
152,Q6NS38,ALKBH2,0.9107611179351807,0.939534318,0.209898835,0.0,3.839035393
153,Q9NZM4,BICRA,0.7344478368759155,0.515965159,0.220605554,0.0,2.40370659
154,P29973,CNGA1,0.12835319340229034,0.227815282,0.661515969,,0.048801465
155,Q2L4Q9,PRSS53,0.17376480996608734,0.0,0.421155745,,3.290648164
156,A0A0A0MS14,IGHV1-45,0.10965562611818314,0.0,0.038812918,0.0,0.0
157,P16415,ZNF823,0.3657277524471283,0.0,0.165417924,0.0,2.462048668
158,Q3B8N5,PROX2,0.05390007793903351,0.0,0.496739514,,0.0
159,Q00888,PSG4,0.243861123919487,0.602964235,0.280737271,0.0,0.0
160,P17301,ITGA2,0.9601696133613586,0.983804883,0.827805655,1.0,2.668406867
161,P04216,THY1,0.11443683505058289,0.212007199,0.193655452,0.0,1.379067321
162,Q86X52,CHSY1,0.0669960230588913,0.0,0.347945946,,1.797940048
163,Q6ZMP0,THSD4,0.36566075682640076,0.212876257,0.226971401,0.0,0.031352874
164,Q9NUY8,TBC1D23,0.3739236295223236,0.0,0.836128817,1.0,1.850005236
165,Q9C002,NMES1,0.1861880123615265,0.0,0.86782653,1.0,0.0
166,P12532,CKMT1A; CKMT1B,0.7488939166069031,0.670406261,0.863696878,1.0,0.0
167,Q14055,COL9A2,0.15130433440208435,0.153150939,0.503374857,,1.214508239
168,A6NH00,OR2T8,0.10965562611818314,0.0,0.056036916,0.0,0.109734323
169,P06870,KLK1,0.1780148446559906,0.0,0.235104822,0.0,3.149381506
170,Q9Y663,HS3ST3A1,0.19578668475151062,0.308063734,0.23485993,0.0,0.009308418
171,Q12798,CETN1,0.706161618232727,0.545483917,0.481671944,,0.0
172,Q9P013,CWC15,0.9762520790100098,0.992228208,0.960886065,1.0,3.962523937
173,Q5VV42,CDKAL1,0.16066503524780273,0.0,0.608508326,,0.191906931
174,Q05519,SRSF11,0.9813922047615051,0.999983969,0.937262469,1.0,4.691908774
175,P10619,CTSA,0.9481565356254578,0.879778015,0.85711801,1.0,5.865950242
176,Q96C01,FAM136A,0.9816235303878784,0.990756345,0.999980589,1.0,5.39673191
177,P15918,RAG1,0.6446523070335388,0.45686817,0.274513989,0.0,0.195020456
178,Q9H871,RMND5A,0.7754697799682617,0.851179187,0.560367616,,2.817618117
179,Q96GR2,ACSBG1,0.43716686964035034,0.12986429,0.723549282,1.0,0.021272165
180,Q2M1K9,ZNF423,0.2144867181777954,0.157830796,0.285173923,0.0,0.003625719
181,Q92782,DPF1,0.7218921780586243,0.864276434,0.621496276,,0.696546415
182,Q9HBG6,IFT122,0.5745317339897156,0.519099709,0.602482352,,1.892944778
183,Q9BSE2,TMEM79,0.2665732204914093,0.248054756,0.295706149,0.0,2.602855915
184,P0DP75,MED14OS,0.10965562611818314,0.0,0.095376343,0.0,0.798726068
185,Q96MC2,DRC1,0.2605977952480316,0.152654504,0.317796639,,0.088084832
186,P49773,HINT1,0.9802634119987488,0.999998476,0.999999384,1.0,2.862737029
187,Q96LK0,CEP19,0.0799080953001976,0.0,0.0,0.0,1.883244665
188,O75121,MFAP3L,0.09512525051832199,0.0,0.37096118,,0.00721743
189,Q7L622,G2E3,0.08390127122402191,0.0,0.683285628,,1.642756965
190,P49146,NPY2R,0.08852662891149521,0.219672915,0.123163484,0.0,0.0
191,Q7L5N7,LPCAT2,0.9366344809532166,0.996942409,0.999879451,1.0,1.507502445
192,Q9BZ72,PITPNM2,0.5681521892547607,0.274571691,0.353035705,,1.82380709
193,Q8N1N0,CLEC4F,0.12860582768917084,0.182132329,0.223685115,0.0,0.131607143
194,O14494,PLPP1,0.10965562611818314,0.0,0.157884793,0.0,0.746111553
195,O60224,SSX4; SSX4B,0.08642492443323135,0.0,0.085213021,0.0,0.0
196,P07108,DBI,0.9822763800621033,0.999959971,0.999951824,1.0,5.328458186
197,Q8N7S2,DNAJC5G,0.4019176661968231,0.0,0.157507919,0.0,0.153873603
198,Q9UBJ2,ABCD2,0.44228774309158325,0.0,0.532688592,,0.023818032
199,O00300,TNFRSF11B,0.08573371917009354,0.0,0.102718995,0.0,1.205682589
200,P36405,ARL3,0.29147228598594666,0.0,0.774391517,1.0,1.619935752
201,O95948,ONECUT2,0.101162388920784,0.0,0.318271122,,2.193775609
202,P42677,RPS27,0.10965562611818314,0.0,0.99945727,1.0,8.469690836
203,Q13118,KLF10,0.05433300882577896,0.0,0.213245302,0.0,6.405354914
204,Q9UQR1,ZNF148,0.11756476014852524,0.0,0.841134755,1.0,1.15689379
205,A6NJ88,SAGE2P,0.10965562611818314,0.0,0.442090444,,0.0
206,Q96AJ9,VTI1A,0.3391898274421692,0.0,0.906647441,1.0,0.898077112
207,O76015,KRT38,0.9834983944892883,0.997196228,0.703911519,1.0,0.0
208,Q96GS6,ABHD17A,0.10965562611818314,0.0,0.603812627,,4.634689413
209,Q9Y694,SLC22A7,0.181999072432518,0.360350443,0.385112355,,0.186484524
210,O15527,OGG1,0.24762187898159027,0.0,0.404575566,,1.619605363
211,P02100,HBE1,0.9822770953178406,0.999969583,0.997356305,1.0,0.002830685
212,Q8TC29,ENKUR,0.10609530657529831,0.0,0.183917157,0.0,0.373197626
213,B2RXF5,ZBTB42,0.18758395314216614,0.0,0.291231792,0.0,3.629417521
214,A0A0B4J1U3,IGLV1-36,0.10965562611818314,0.0,0.100782395,0.0,0.0
215,Q4KMP7,TBC1D10B,0.9665737152099609,0.982245946,0.665934478,,4.185824682
216,Q9ULL4,PLXNB3,0.6565017104148865,0.777541987,0.813592442,1.0,4.294076699
217,O95229,ZWINT,0.594884991645813,0.411292643,0.447972757,,5.489949792
218,Q9H857,NT5DC2,0.36011043190956116,0.269272502,0.750089276,1.0,4.091452747
219,A8MYJ7,TTC34,0.3324795067310333,0.358018307,0.701231143,1.0,0.0
220,P0DMW4,SMIM10L2A,0.10965562611818314,0.0,0.458253686,,0.791597565
221,Q9BRQ6,CHCHD6,0.35435643792152405,0.0,0.44027333,,0.428970372
222,O95684,CEP43,0.16342873871326447,0.0,0.746888266,1.0,1.726922083
223,Q96BY6,DOCK10,0.7049141526222229,0.848994255,0.656144474,,0.788118179
224,Q96A23,CPNE4,0.6573017239570618,0.917625378,0.80445128,1.0,0.0
225,P56470,LGALS4,0.3347293436527252,0.0,0.856258873,1.0,6.210902737
226,A0A0C4DH68,IGKV2-24,0.10965562611818314,0.0,0.26339038,0.0,0.592511685
227,Q6UXZ3,CD300LD,0.07511032372713089,0.0,0.108400404,0.0,0.122381508
228,O60840,CACNA1F,0.10087797045707703,0.143644,0.365217868,,0.41271347
229,P04201,MAS1,0.10965562611818314,0.0,0.105817132,0.0,0.012631868
230,Q86WT6,TRIM69,0.11091562360525131,0.219903604,0.318522512,,0.066982329
231,P56270,MAZ,0.18322470784187317,0.0,0.675510206,,6.566108668
232,Q9H649,NSUN3,0.28088122606277466,0.0,0.365964202,,1.069851061
233,P0C7X0,FAM90A24P,0.23943091928958893,0.230438058,0.203681,0.0,0.0
234,A6NGY5,OR51F1,0.10965562611818314,0.0,0.143854719,0.0,0.0
235,Q5T6F0,DCAF12,0.6309576034545898,0.527945844,0.613863109,,2.626003344
236,Q92904,DAZL,0.10141170769929886,0.0,0.2272399,0.0,0.0
237,P0DSO3,GAGE4,0.10965562611818314,0.0,0.0,0.0,0.0
238,O14931,NCR3,0.16651873290538788,0.188724953,0.338574095,,0.0
239,Q8NI22,MCFD2,0.40992945432662964,0.0,0.568580952,,3.602082021
240,Q96LZ3,PPP3R2,0.10965562611818314,0.0,0.295016809,0.0,0.0
241,Q7LGC8,CHST3,0.08002366125583649,0.0,0.234504625,0.0,0.774675948
242,Q5BJH7,YIF1B,0.6370429992675781,0.83697653,0.852971784,1.0,3.90461693
243,Q6NVV1,RPL13AP3,0.6766479015350342,0.824290301,0.423352413,,0.738136791
244,Q7Z2K6,ERMP1,0.8721449971199036,0.939781994,0.996291862,1.0,1.469067843
245,A1L162,ERICH2,0.4228192865848541,0.339904004,0.088808665,0.0,0.070783543
246,Q8NER5,ACVR1C,0.4300837814807892,0.775494007,0.593110119,,0.05136789
247,Q9P0V9,SEPTIN10,0.21821974217891693,0.214788078,0.940023552,1.0,1.585140689
248,Q9UGM6,WARS2,0.7092925310134888,0.231299325,0.50200845,,0.712365485
249,Q8WUP2,FBLIM1,0.6160588264465332,0.231186619,0.662951235,,3.224815324
250,B8ZZ34,SHISA8,0.07051120698451996,0.0,0.023805859,0.0,0.396417095
251,Q6ZNQ3,LRRC69,0.10965562611818314,0.0,0.18037119,0.0,0.199305723
252,Q9H156,SLITRK2,0.10965562611818314,0.0,0.348335973,,0.130878904
253,Q6MZQ0,PRR5L,0.06828468292951584,0.0,0.331157483,,0.470843313
254,P38567,SPAM1,0.2952648997306824,0.259248328,0.260501944,0.0,0.028719043
255,Q86UN6,AKAP14,0.07193207740783691,0.0,0.264559279,0.0,0.0
256,Q9NZL9,MAT2B,0.8459157347679138,0.895560874,0.970923658,1.0,3.210362288
257,Q96A22,C11orf52,0.3892987072467804,0.0,0.233737944,0.0,0.294513381
258,Q9Y3B3,TMED7,0.955996036529541,0.99811396,0.999986251,1.0,3.310109208
259,P49368,CCT3,0.9840679168701172,0.999705138,0.999999922,1.0,4.183182053
260,Q86YL7,PDPN,0.05390243977308273,0.0,0.283347227,0.0,0.889314451
261,Q05BQ5,MBTD1,0.2547605335712433,0.0,0.314564345,,1.613525984
262,P01877,IGHA2,0.9822791814804077,0.999999984,0.901555743,1.0,0.0
263,Q96PR1,KCNC2,0.5615933537483215,0.285863543,0.355107325,,0.0
264,Q86UN2,RTN4RL1,0.35205474495887756,0.0,0.052019701,0.0,0.014731356
265,A8K855,EFCAB7,0.1702328622341156,0.270205757,0.286970307,0.0,1.007586451
266,Q9Y5N1,HRH3,0.05571707710623741,0.0,0.235042524,0.0,0.274774618
267,P22607,FGFR3,0.950420618057251,0.996645579,0.868344802,1.0,3.234607412
268,P51149,RAB7A,0.9829460382461548,0.999999997,0.999999996,1.0,3.006478964
269,P02810,PRH1; PRH2,0.8864248394966125,0.833756126,0.0,0.0,0.0
270,P18031,PTPN1,0.9779819846153259,0.984932353,0.986992456,1.0,2.717448302
271,Q13501,SQSTM1,0.9522220492362976,0.983963219,0.999261309,1.0,5.189603466
272,Q13606,OR5I1,0.11743442714214325,0.0,0.076598718,0.0,0.0
273,P31273,HOXC8,0.11321964114904404,0.0,0.234749934,0.0,3.354933436
274,Q8IW35,CEP97,0.26335763931274414,0.0,0.341424233,,1.132865664
275,Q70Z35,PREX2,0.7555601596832275,0.375045065,0.310178773,,0.002357661
276,P54277,PMS1,0.17128700017929077,0.0,0.526146447,,0.926056041
277,P51878,CASP5,0.3205311894416809,0.0,0.564162527,,0.281789997
278,B2RUY7,VWC2L,0.0783940777182579,0.0,0.06277083,0.0,0.0
279,Q9H1R3,MYLK2,0.4835951030254364,0.141121264,0.318903638,,0.530490063
280,H3BV12,GOLGA8Q,0.10965562611818314,0.0,0.372477565,,0.0
281,Q9NV58,RNF19A,0.44522589445114136,0.289527338,0.415454029,,2.154409799
282,Q12901,ZNF155,0.5582857728004456,0.252859969,0.339545111,,1.859577812
283,Q9UKM9,RALY,0.9840966463088989,0.999715789,0.999982601,1.0,3.478484387
284,P08686,CYP21A2,0.10965562611818314,0.0,0.211779676,0.0,0.0
285,Q96A26,FAM162A,0.8592715263366699,0.999999666,0.998548527,1.0,3.22398003
286,Q5VYS8,TUT7,0.9124757647514343,0.944453366,0.608374125,,2.343899233
287,Q96LA9,MRGPRX4,0.20191393792629242,0.0,0.074766555,0.0,0.0
288,Q04844,CHRNE,0.10965562611818314,0.0,0.191241402,0.0,0.377511422
289,Q9HBL0,TNS1,0.861528754234314,0.866676196,0.83566824,1.0,1.699786046
290,Q6YP21,KYAT3,0.14852912724018097,0.143042965,0.681616422,,1.61411734
291,P25063,CD24,0.10965562611818314,0.0,0.112737769,0.0,7.163011549
292,Q5JX69,FAM209B,0.27736416459083557,0.0,0.0,0.0,1.354935843
293,P51681,CCR5,0.19292448461055756,0.0,0.090713987,0.0,2.366083087
294,Q5VX71,SUSD4,0.3856434226036072,0.206540921,0.161347136,0.0,0.08321504
295,Q8IWC1,MAP7D3,0.078917495906353,0.0,0.258614086,0.0,1.862877526
296,Q9Y248,GINS2,0.568109393119812,0.75957679,0.285307504,0.0,3.346126474
297,Q15046,KARS1,0.9841453433036804,0.999952009,0.999999624,1.0,5.222877111
298,Q96GS4,BORCS6,0.6950712203979492,0.515027474,0.808300459,1.0,3.174375602
299,Q96P26,NT5C1B,0.16179493069648743,0.0,0.269509868,0.0,0.0
300,O15016,TRIM66,0.3240801990032196,0.328421077,0.486351614,,1.573291969
301,A0A1B0GUW7,SMIM27,0.10965562611818314,0.0,0.0,0.0,1.06652429
302,P49757,NUMB,0.919508695602417,0.818713857,0.883027134,1.0,1.893891892
303,P58505,C21orf58,0.07489704340696335,0.171963894,0.220967306,0.0,2.619823451
304,Q8N8Z6,DCBLD1,0.34323468804359436,0.139935445,0.431312978,,1.446056427
305,Q495B1,ANKDD1A,0.4196769595146179,0.246162091,0.553269645,,1.158555362
306,O94933,SLITRK3,0.24544818699359894,0.18515765,0.334112003,,0.0
307,P32189,GK,0.4291546940803528,0.0,0.755513665,1.0,1.134673935
308,Q99988,GDF15,0.12135817110538483,0.139183632,0.220340318,0.0,4.366244963
309,Q6UWF7,NXPE4,0.053980328142642975,0.0,0.189958995,0.0,0.0
310,Q86XA9,HEATR5A,0.1446046680212021,0.313554404,0.910394017,1.0,1.06887392
311,A4D0S4,LAMB4,0.30358195304870605,0.190366105,0.410789464,,0.043140899
312,Q5TBA9,FRY,0.1726437360048294,0.462171437,0.554424751,,0.140562225
313,B5MCN3,SEC14L6,0.07068610191345215,0.17045522,0.21785697,0.0,0.041281242
314,Q9NPC1,LTB4R2,0.26927074790000916,0.0,0.166461821,0.0,3.242250243
315,Q7Z3Z3,PIWIL3,0.10871617496013641,0.133164916,0.25736684,0.0,0.0
316,P58512,LINC01547,0.10965562611818314,0.0,0.133209527,0.0,1.154012503
317,Q9Y613,FHOD1,0.9585833549499512,0.906142487,0.703796565,1.0,4.403437419
318,Q96LI6,HSFY1; HSFY2,0.10965562611818314,0.0,0.26658838,0.0,0.0
319,P55197,MLLT10,0.4862152338027954,0.0,0.536238798,,1.050830138
320,Q6MZN7,HCP5,0.10965562611818314,0.0,0.112473227,0.0,0.0
321,Q9UDT6,CLIP2,0.491481214761734,0.237981485,0.715631953,1.0,1.826153286
322,Q8NBW4,SLC38A9,0.13982310891151428,0.0,0.18469622,0.0,0.585921312
323,Q13315,ATM,0.4463121294975281,0.54146614,0.662368587,,1.563254752
324,Q7Z6M3,MILR1,0.3654526174068451,0.312483546,0.640511738,,1.951417728
